nganh_cap_1,nganh_cap_2,nganh_cap_3,nganh_cap_4,nganh_cap_5,ma_nganh,mo_ta_vi_du
Văn Phòng Phẩm,Họa cụ,Sơn Dầu,-,-,101364,
Văn Phòng Phẩm,Họa cụ,Sơn Acrylic,-,-,101365,
Văn Phòng Phẩm,Họa cụ,Cọ Vẽ,-,-,101366,
Văn Phòng Phẩm,Họa cụ,Bảng Màu,-,-,101367,
Văn Phòng Phẩm,Họa cụ,Vải & Giá Vẽ,-,-,101368,
Văn Phòng Phẩm,Họa cụ,Sổ vẽ phác thảo,-,-,101369,
Văn Phòng Phẩm,Họa cụ,Khác,-,-,101370,
Văn Phòng Phẩm,Sổ & Giấy Các Loại,Đánh Dấu Trang,-,-,101371,
Văn Phòng Phẩm,Sổ & Giấy Các Loại,Bọc Sách,-,-,101372,
Văn Phòng Phẩm,Sổ & Giấy Các Loại,Giấy Nhiệt,-,-,101373,
Văn Phòng Phẩm,Sổ & Giấy Các Loại,Giấy In,-,-,101374,
Văn Phòng Phẩm,Sổ & Giấy Các Loại,Ruột Sổ,-,-,101375,
Văn Phòng Phẩm,Sổ & Giấy Các Loại,Giấy Ghi Chú,-,-,101376,
Văn Phòng Phẩm,Sổ & Giấy Các Loại,Giấy Mỹ Thuật,-,-,101377,
Văn Phòng Phẩm,Sổ & Giấy Các Loại,"Tập, Vở Các Loại",-,-,101378,
Văn Phòng Phẩm,Sổ & Giấy Các Loại,Nhãn Dán Các Loại,-,-,101379,
Văn Phòng Phẩm,Sổ & Giấy Các Loại,Khác,-,-,101380,
Văn Phòng Phẩm,Thư Tín,Phong Bì & Bao Lì Xì,-,-,101381,
Văn Phòng Phẩm,Thư Tín,Bưu Thiếp,-,-,101382,
Văn Phòng Phẩm,Thư Tín,Tem Các Loại,-,-,101383,
Văn Phòng Phẩm,Khác,-,-,-,100736,
Sở thích & Sưu tầm,Đồ Sưu Tầm,Mô hình nhân vật,-,-,101385,
Sở thích & Sưu tầm,Đồ Sưu Tầm,Tượng tĩnh,-,-,101386,
Sở thích & Sưu tầm,Đồ Sưu Tầm,Mô hình mecha/gundam,-,-,101387,
Sở thích & Sưu tầm,Đồ Sưu Tầm,Mô hình xe,-,-,101388,
Sở thích & Sưu tầm,Đồ Sưu Tầm,Bộ sưu tập nhân vật nổi tiếng,-,-,101390,
Sở thích & Sưu tầm,Đồ Sưu Tầm,Bộ sưu tập thể thao,-,-,101391,
Sở thích & Sưu tầm,Đồ Sưu Tầm,Bộ sưu tập hoạt hình truyện tranh,-,-,101392,
Sở thích & Sưu tầm,Đồ Sưu Tầm,Tiền xu & tiền giấy sưu tầm,-,-,101393,
Sở thích & Sưu tầm,Đồ Sưu Tầm,Khác,-,-,101394,
Sở thích & Sưu tầm,Quà Lưu Niệm,Quạt Cầm Tay,-,-,101395,
Sở thích & Sưu tầm,Quà Lưu Niệm,Móc khóa,-,-,101396,
Sở thích & Sưu tầm,Quà Lưu Niệm,Ống tiết kiệm,-,-,101397,
Sở thích & Sưu tầm,Quà Lưu Niệm,Nam Châm,-,-,101398,
Sở thích & Sưu tầm,Quà Lưu Niệm,Khác,-,-,101399,
Sở thích & Sưu tầm,Đồ chơi - Giải trí,Đồ chơi thẻ bài & boardgame,-,-,101400,
Sở thích & Sưu tầm,Đồ chơi - Giải trí,Đồ chơi ảo thuật,-,-,101401,
Sở thích & Sưu tầm,Đồ chơi - Giải trí,Đồ chơi chọc ghẹo,-,-,101402,
Sở thích & Sưu tầm,Đồ chơi - Giải trí,Đồ chơi rubik,-,-,101403,
Sở thích & Sưu tầm,Đồ chơi - Giải trí,Đồ chơi con xoay,-,-,101404,
Sở thích & Sưu tầm,Đồ chơi - Giải trí,Kendama,-,-,101405,
Sở thích & Sưu tầm,Đồ chơi - Giải trí,Yo yo,-,-,101406,
Sở thích & Sưu tầm,Đồ chơi - Giải trí,Đồ chơi điều khiển từ xa,-,-,101407,
Sở thích & Sưu tầm,Đồ chơi - Giải trí,Đồ chơi trứng,-,-,101408,
Sở thích & Sưu tầm,Đồ chơi - Giải trí,Khác,-,-,101409,
Sở thích & Sưu tầm,Băng - Đĩa,-,-,-,100740,
Sở thích & Sưu tầm,Nhạc Cụ & Phụ Kiện,Đàn Piano & Organ,-,-,101410,
Sở thích & Sưu tầm,Nhạc Cụ & Phụ Kiện,Nhạc Cụ Gõ,-,-,101411,
Sở thích & Sưu tầm,Nhạc Cụ & Phụ Kiện,"Sáo, kèn",-,-,101412,
Sở thích & Sưu tầm,Nhạc Cụ & Phụ Kiện,Phụ Kiện Âm Nhạc,-,-,101413,
Sở thích & Sưu tầm,Nhạc Cụ & Phụ Kiện,Nhạc Cụ Dây,Đàn Ukulele,-,102018,
Sở thích & Sưu tầm,Nhạc Cụ & Phụ Kiện,Nhạc Cụ Dây,Guitar & Bass,-,102019,
Sở thích & Sưu tầm,Nhạc Cụ & Phụ Kiện,Nhạc Cụ Dây,Khác,-,102020,
Sở thích & Sưu tầm,Đĩa Than,-,-,-,100742,
Sở thích & Sưu tầm,Album Ảnh,-,-,-,100743,
Sở thích & Sưu tầm,Dụng Cụ May Vá,-,-,-,100744,
Ô tô,Phụ kiện nội thất ô tô,Thiết bị định vị và Hệ thống hình ảnh/âm thanh,-,-,101415,
Ô tô,Phụ kiện nội thất ô tô,Hệ thống loa,-,-,101416,
Ô tô,Phụ kiện nội thất ô tô,Dụng cụ chứa,-,-,101417,
Ô tô,Phụ kiện nội thất ô tô,Thảm & Đệm lót,-,-,101419,
Ô tô,Phụ kiện nội thất ô tô,Gối tựa đầu & lưng,-,-,101420,
Ô tô,Phụ kiện nội thất ô tô,Nệm giường ô tô,-,-,101421,
Ô tô,Phụ kiện nội thất ô tô,Vô lăng & Bọc vô lăng,-,-,101422,
Ô tô,Phụ kiện nội thất ô tô,Ghế & Áo ghế,-,-,101423,
Ô tô,Phụ kiện nội thất ô tô,Giá đỡ điện thoại,-,-,101424,
Ô tô,Phụ kiện nội thất ô tô,"Cốc sạc USB, Thiết bị thu phát FM & Bluetooth",-,-,101425,
Ô tô,Phụ kiện nội thất ô tô,Chân ga và Cần số,-,-,101426,
Ô tô,Phụ kiện nội thất ô tô,Tấm che nắng và Thảm Taplo,-,-,101427,
Ô tô,Phụ kiện nội thất ô tô,Khóa và thiết bị chống trộm,-,-,101428,
Ô tô,Phụ kiện nội thất ô tô,Camera hành trình & Camera lùi,-,-,101429,
Ô tô,Phụ kiện nội thất ô tô,"HUD, Đồng hồ tốc độ, Đồng hồ số",-,-,101430,
Ô tô,Phụ kiện nội thất ô tô,Khác,-,-,101431,
Ô tô,Phụ kiện ngoại thất ô tô,Nẹp viền,-,-,101432,
Ô tô,Phụ kiện ngoại thất ô tô,Ăng-ten thu phát sóng,-,-,101433,
Ô tô,Phụ kiện ngoại thất ô tô,Bạt phủ,-,-,101434,
Ô tô,Phụ kiện ngoại thất ô tô,"Hình dán, logo, huy hiệu",-,-,101435,
Ô tô,Phụ kiện ngoại thất ô tô,Tấm chắn bùn,-,-,101436,
Ô tô,Phụ kiện ngoại thất ô tô,Nẹp cửa chống trầy,-,-,101437,
Ô tô,Phụ kiện ngoại thất ô tô,Rãnh thoát nước mưa,-,-,101438,
Ô tô,Phụ kiện ngoại thất ô tô,Còi & phụ kiện,-,-,101439,
Ô tô,Phụ kiện ngoại thất ô tô,Gương & Phụ kiện,-,-,101440,
Ô tô,Phụ kiện ngoại thất ô tô,Phụ kiện biển số,-,-,101441,
Ô tô,Phụ kiện ngoại thất ô tô,Khác,-,-,101442,
Ô tô,Phụ tùng ô tô,Hệ thống khung xe và giảm sóc,-,-,101443,
Ô tô,Phụ tùng ô tô,Cần gạt nước & vòng đệm kính chắn gió,-,-,101444,
Ô tô,Phụ tùng ô tô,Hệ thống khí xả,-,-,101445,
Ô tô,Phụ tùng ô tô,"Bánh xe, Vành & Phụ kiện",-,-,101446,
Ô tô,Phụ tùng ô tô,Lốp & Phụ kiện,-,-,101447,
Ô tô,Phụ tùng ô tô,"Giảm xóc, thanh chống và hệ thống treo",-,-,101448,
Ô tô,Phụ tùng ô tô,"Bộ tản nhiệt, Làm mát động cơ & Kiểm soát nhiệt",-,-,101449,
Ô tô,Phụ tùng ô tô,"Hệ thống truyền động, hộp số & ly hợp",-,-,101450,
Ô tô,Phụ tùng ô tô,Vòng bi & con dấu,-,-,101451,
Ô tô,Phụ tùng ô tô,Bộ phận động cơ,Pít tông,-,101902,
Ô tô,Phụ tùng ô tô,Bộ phận động cơ,Bộ lọc khí,-,101903,
Ô tô,Phụ tùng ô tô,Bộ phận động cơ,Bộ lọc dầu,-,101904,
Ô tô,Phụ tùng ô tô,Bộ phận động cơ,Khác,-,101905,
Ô tô,Phụ tùng ô tô,Hệ thống phanh,-,-,101453,
Ô tô,Phụ tùng ô tô,Dây chuyền động,-,-,101454,
Ô tô,Phụ tùng ô tô,Thiết bị điện tử,Bộ phận đánh lửa,Cuộn dây đánh lửa,101929,
Ô tô,Phụ tùng ô tô,Thiết bị điện tử,Bộ phận đánh lửa,Bugi,101930,
Ô tô,Phụ tùng ô tô,Thiết bị điện tử,Bộ phận đánh lửa,Khác,101931,
Ô tô,Phụ tùng ô tô,Thiết bị điện tử,Pin & Phụ kiện,-,101907,
Ô tô,Phụ tùng ô tô,Thiết bị điện tử,Đèn,-,101908,
Ô tô,Phụ tùng ô tô,Thiết bị điện tử,Khác,-,101909,
Ô tô,Phụ tùng ô tô,Hệ thống xử lý nhiên liệu,-,-,101456,
Ô tô,Dụng cụ sửa chữa ô tô,"Dụng cụ Kiểm tra, chẩn đoán & sửa chữa",-,-,101458,
Ô tô,Dụng cụ sửa chữa ô tô,Máy đo áp suất lốp,-,-,101459,
Ô tô,Chăm sóc ô tô,Khác,-,-,101466,
Ô tô,Dầu nhớt và phụ gia ô tô,Dầu máy,Khác,-,101912,
Ô tô,Móc chìa khóa và Bọc chìa ô tô,-,-,-,100753,
"Mô tô, xe máy","Mô tô, xe máy",-,-,-,100755,
"Mô tô, xe máy",Phụ kiện xe máy,Lót sàn,-,-,101473,
"Mô tô, xe máy",Phụ kiện xe máy,Đồng hồ đo,-,-,101474,
"Mô tô, xe máy",Phụ kiện xe máy,Bạt phủ,-,-,101475,
"Mô tô, xe máy",Phụ kiện xe máy,"Hình dán, logo, huy hiệu",-,-,101476,
"Mô tô, xe máy",Phụ kiện xe máy,Ghế & bọc ghế,-,-,101477,
"Mô tô, xe máy",Phụ kiện xe máy,Gương và phụ kiện,-,-,101478,
"Mô tô, xe máy",Phụ kiện xe máy,Khóa và thiết bị chống trộm,-,-,101479,
"Mô tô, xe máy",Phụ kiện xe máy,Thùng chứa đồ,-,-,101480,
"Mô tô, xe máy",Phụ kiện xe máy,Giá đỡ điện thoại,-,-,101481,
"Mô tô, xe máy",Phụ kiện xe máy,Tấm chắn bùn,-,-,101482,
"Mô tô, xe máy",Phụ kiện xe máy,Khác,-,-,101483,
"Mô tô, xe máy",Phụ tùng xe máy,Bộ phận đánh lửa & động cơ,Bộ tản nhiệt,-,101913,
"Mô tô, xe máy",Phụ tùng xe máy,Bộ phận đánh lửa & động cơ,Pít tông,-,101914,
"Mô tô, xe máy",Phụ tùng xe máy,Bộ phận đánh lửa & động cơ,Hộp đánh lửa & hộp đen,-,101915,
"Mô tô, xe máy",Phụ tùng xe máy,Bộ phận đánh lửa & động cơ,Bugi,-,101916,
"Mô tô, xe máy",Phụ tùng xe máy,Bộ phận đánh lửa & động cơ,Cuộn dây đánh lửa,-,101917,
"Mô tô, xe máy",Phụ tùng xe máy,Bộ phận đánh lửa & động cơ,Dây Curoa,-,101918,
"Mô tô, xe máy",Phụ tùng xe máy,Bộ phận đánh lửa & động cơ,Lọc gió,-,101919,
"Mô tô, xe máy",Phụ tùng xe máy,Bộ phận đánh lửa & động cơ,Khác,-,101920,
"Mô tô, xe máy",Phụ tùng xe máy,Hệ thống xử lý nhiên liệu,-,-,101485,
"Mô tô, xe máy",Phụ tùng xe máy,Hệ thống phanh,-,-,101486,
"Mô tô, xe máy",Phụ tùng xe máy,Hệ thống giảm xóc,-,-,101487,
"Mô tô, xe máy",Phụ tùng xe máy,Hệ thống dẫn động,Phụ tùng nhông xích,-,101921,
"Mô tô, xe máy",Phụ tùng xe máy,Hệ thống dẫn động,Bộ ly hợp,-,101922,
"Mô tô, xe máy",Phụ tùng xe máy,Hệ thống dẫn động,Vòng bi,-,101923,
"Mô tô, xe máy",Phụ tùng xe máy,Còi & Phụ kiện,-,-,101490,
"Mô tô, xe máy",Phụ tùng xe máy,Dây cáp & Ống,-,-,101491,
"Mô tô, xe máy",Phụ tùng xe máy,Hệ thống khung xe,-,-,101492,
"Mô tô, xe máy",Phụ tùng xe máy,Hệ thống khí xả,-,-,101493,
"Mô tô, xe máy",Phụ tùng xe máy,"Bánh xe, Vành & Phụ kiện",-,-,101494,
"Mô tô, xe máy",Phụ tùng xe máy,Lốp xe & Phụ kiện,-,-,101495,
"Mô tô, xe máy",Phụ tùng xe máy,Đèn,-,-,101496,
"Mô tô, xe máy",Phụ tùng xe máy,Khác,-,-,101497,
"Mô tô, xe máy",Mũ bảo hiểm & Phụ kiện,-,-,-,100758,
"Mô tô, xe máy",Khác,-,-,-,100759,
Sách & Tạp Chí,Tạp Chí & Báo Giấy,Tạp Chí Kinh Tế,-,-,101536,
Sách & Tạp Chí,Tạp Chí & Báo Giấy,Tạp Chí Đời Sống,-,-,101537,
Sách & Tạp Chí,Tạp Chí & Báo Giấy,Tạp Chí Tuổi Teen,-,-,101538,
Sách & Tạp Chí,Sách,Sách Thiếu Nhi,-,-,101541,
Sách & Tạp Chí,Sách,Sách Dạy Nấu Ăn,-,-,101545,
Sách & Tạp Chí,Sách,Sách Học Ngoại Ngữ & Từ Điển,-,-,101551,
Sách & Tạp Chí,Sách,Văn Học Kinh Điển,-,-,101555,
Sách & Tạp Chí,Sách,Văn Học Lãng Mạn,-,-,101558,
Sách & Tạp Chí,Sách,Sách Tôn giáo & Triết học,-,-,101564,
Máy tính & Laptop,Máy Tính Bàn,Bộ Máy Tính Bàn,-,-,101944,
Máy tính & Laptop,Máy Tính Bàn,Máy Tính Mini,-,-,101945,
Máy tính & Laptop,Máy Tính Bàn,Máy Chủ,-,-,101946,
Máy tính & Laptop,Máy Tính Bàn,Máy Tính All in one,-,-,101947,
Máy tính & Laptop,Màn Hình,-,-,-,101933,
Máy tính & Laptop,Linh Kiện Máy Tính,Quạt và Tản Nhiệt,-,-,101949,
Máy tính & Laptop,Linh Kiện Máy Tính,CPU - Bộ Vi Xử Lý,-,-,101950,
Máy tính & Laptop,Linh Kiện Máy Tính,Mainboard - Bo Mạch Chủ,-,-,101951,
Máy tính & Laptop,Linh Kiện Máy Tính,VGA - Card Màn Hình,-,-,101952,
Máy tính & Laptop,Linh Kiện Máy Tính,Keo Tản Nhiệt,-,-,101953,
Máy tính & Laptop,Linh Kiện Máy Tính,Nguồn Máy Tính,-,-,101954,
Máy tính & Laptop,Linh Kiện Máy Tính,Ram Máy Tính,-,-,101955,
Máy tính & Laptop,Linh Kiện Máy Tính,Bộ Lưu Điện,-,-,101956,
Máy tính & Laptop,Linh Kiện Máy Tính,Case Máy Tính,-,-,101957,
Máy tính & Laptop,Linh Kiện Máy Tính,Ổ Đĩa Quang,-,-,101958,
Máy tính & Laptop,Linh Kiện Máy Tính,Bo Mạch Âm Thanh,-,-,101959,
Máy tính & Laptop,Linh Kiện Máy Tính,Khác,-,-,101960,
Máy tính & Laptop,Thiết Bị Lưu Trữ,Ổ Cứng Di Động,-,-,101961,
Máy tính & Laptop,Thiết Bị Lưu Trữ,Ổ Cứng SSD,-,-,101962,
Máy tính & Laptop,Thiết Bị Lưu Trữ,Ổ Cứng Mạng (NAS),-,-,101963,
Máy tính & Laptop,Thiết Bị Lưu Trữ,USB & OTG,-,-,101964,
Máy tính & Laptop,Thiết Bị Lưu Trữ,Thiết Bị Đựng Ổ Cứng,-,-,101965,
Máy tính & Laptop,Thiết Bị Lưu Trữ,Đĩa CD,-,-,101966,
Máy tính & Laptop,Thiết Bị Mạng,Bộ Phát Wifi,-,-,101968,
Máy tính & Laptop,Thiết Bị Mạng,Bộ Kích Wifi,-,-,101969,
Máy tính & Laptop,Thiết Bị Mạng,Bộ Thu Wifi,-,-,101970,
Máy tính & Laptop,Thiết Bị Mạng,Bộ Chuyển Đổi Mạng,-,-,101971,
Máy tính & Laptop,Thiết Bị Mạng,Bộ chia mạng,-,-,101972,
Máy tính & Laptop,Thiết Bị Mạng,Cáp Máy Tính,-,-,101973,
Máy tính & Laptop,Thiết Bị Mạng,Bộ Chuyển Mạch KVM,-,-,101974,
Máy tính & Laptop,Thiết Bị Mạng,Máy Chủ Máy In,-,-,101975,
Máy tính & Laptop,Phần Mềm,-,-,-,101937,
Máy tính & Laptop,Thiết Bị Văn Phòng,Máy Đánh Chữ,-,-,101977,
Máy tính & Laptop,Thiết Bị Văn Phòng,Máy Chấm Công,-,-,101978,
Máy tính & Laptop,Thiết Bị Văn Phòng,Máy Hủy Tài Liệu,-,-,101979,
Máy tính & Laptop,Thiết Bị Văn Phòng,Máy Đếm Tiền,-,-,101980,
Máy tính & Laptop,Máy In & Máy Scan,"Máy In, Máy Scan & Máy Photo",-,-,101982,
Máy tính & Laptop,Máy In & Máy Scan,Máy In Mã Vạch,-,-,101983,
Máy tính & Laptop,Máy In & Máy Scan,Mực In & Khay Mực,-,-,101984,
Máy tính & Laptop,Máy In & Máy Scan,Máy In 3D,-,-,101985,
Máy tính & Laptop,Máy In & Máy Scan,Khác,-,-,101986,
Máy tính & Laptop,Phụ Kiện Máy Tính,Bộ chia cổng USB & Đọc thẻ nhớ,-,-,101987,
Máy tính & Laptop,Phụ Kiện Máy Tính,Webcam,-,-,101988,
Máy tính & Laptop,Phụ Kiện Máy Tính,Miếng Dán & Ốp Laptop,-,-,101989,
Máy tính & Laptop,Phụ Kiện Máy Tính,Đế Tản Nhiệt,-,-,101990,
Máy tính & Laptop,Phụ Kiện Máy Tính,Bàn Laptop,-,-,101991,
Máy tính & Laptop,Phụ Kiện Máy Tính,Miếng Dán Bàn Phím,-,-,101992,
Máy tính & Laptop,Phụ Kiện Máy Tính,Pin Laptop,-,-,101993,
Máy tính & Laptop,Phụ Kiện Máy Tính,Bộ Sạc Laptop,-,-,101994,
Máy tính & Laptop,Phụ Kiện Máy Tính,Thiết Bị Truyền Hình Hội Nghị,-,-,101995,
Máy tính & Laptop,Phụ Kiện Máy Tính,Bàn Di Chuột,-,-,101996,
Máy tính & Laptop,Chuột & Bàn Phím,Chuột Máy Tính,-,-,101998,
Máy tính & Laptop,Chuột & Bàn Phím,Bàn Phím Máy Tính,-,-,101999,
Máy tính & Laptop,Chuột & Bàn Phím,Bảng Vẽ Điện Tử,-,-,102000,
Máy tính & Laptop,Chuột & Bàn Phím,Khác,-,-,102001,
Máy tính & Laptop,Laptop,-,-,-,101942,
